sku,name,category,subcategory,has_image,description_length,issues
15-476-04,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,109,"no-image"
15-476-05,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,109,"no-image"
15-476-06,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,109,"no-image"
15-478-02,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,116,"no-image"
15-478-03,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,116,"no-image"
15-478-04,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,116,"no-image"
15-478-05,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,116,"no-image"
15-478-06,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,116,"no-image"
15-481-02,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,109,"no-image"
15-481-03,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,109,"no-image"
15-481-04,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,109,"no-image"
15-481-05,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,109,"no-image"
15-481-06,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,109,"no-image"
15-482-02,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,109,"no-image"
15-482-03,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,109,"no-image"
15-482-04,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,109,"no-image"
15-482-05,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,109,"no-image"
15-482-06,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,109,"no-image"
15-484-02,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,116,"no-image"
15-484-03,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,116,"no-image"
15-484-04,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,116,"no-image"
15-484-05,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,116,"no-image"
15-484-06,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,116,"no-image"
15-485-02,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,116,"no-image"
15-485-06,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,116,"no-image"
15-487-02,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,110,"no-image"
15-487-03,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,110,"no-image"
15-487-04,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,110,"no-image"
15-487-05,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,110,"no-image"
15-487-06,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,110,"no-image"
15-488-02,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,110,"no-image"
15-488-03,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,110,"no-image"
15-488-04,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,110,"no-image"
15-488-05,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,110,"no-image"
15-488-06,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,110,"no-image"
15-490-02,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,117,"no-image"
15-490-03,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,117,"no-image"
15-490-04,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,117,"no-image"
15-490-05,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,117,"no-image"
15-491-02,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,117,"no-image"
15-491-03,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,117,"no-image"
15-491-04,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,117,"no-image"
15-491-05,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,117,"no-image"
15-491-06,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,117,"no-image"
15-493-02,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,102,"no-image"
15-493-03,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,102,"no-image"
15-493-04,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,102,"no-image"
15-493-05,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,102,"no-image"
15-493-06,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,102,"no-image"
15-494-02,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,102,"no-image"
15-494-03,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,102,"no-image"
15-494-04,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,102,"no-image"
15-494-05,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,102,"no-image"
15-494-06,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,102,"no-image"
15-500-03,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,102,"no-image"
15-500-04,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,102,"no-image"
15-500-05,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,102,"no-image"
15-500-06,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,102,"no-image"
15-505-02,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,84,"no-image"
15-505-03,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,84,"no-image"
15-505-04,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,84,"no-image"
15-505-05,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,84,"no-image"
15-505-06,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,84,"no-image"
15-506-02,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,84,"no-image"
15-506-03,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,84,"no-image"
15-506-04,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,84,"no-image"
15-506-05,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,84,"no-image"
15-506-06,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,84,"no-image"
15-511-02,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,84,"no-image"
15-511-03,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,84,"no-image"
15-511-01,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,84,"no-image"
15-511-04,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,84,"no-image"
15-511-05,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,84,"no-image"
15-511-06,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,84,"no-image"
15-512-02,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,84,"no-image"
15-512-03,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,84,"no-image"
15-512-04,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,84,"no-image"
15-512-05,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,84,"no-image"
15-512-06,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,84,"no-image"
15-595-35,"Blunt Blades",Uncategorized,General,yes,41,"short-desc; uncategorized"
15-532-16,"Caspar Rongeur",Orthopedic,Rongeurs,no,87,"no-image"
15-537-16,"Caspar Rongeur",Orthopedic,Rongeurs,no,86,"no-image"
15-689-02,"Self-Retaining Retractor",General Surgery,Retractors,no,109,"no-image"
15-691-02,"Beckmann-Adson Retractor",General Surgery,Tissue Forceps,no,74,"no-image"
15-691-03,"Beckmann-Adson Retractor",General Surgery,Tissue Forceps,no,74,"no-image"
21-254-02,"Cuzzi Placenta Scoop",Uncategorized,General,yes,41,"short-desc; uncategorized"
21-254-03,"Cuzzi Placenta Scoop",Uncategorized,General,yes,41,"short-desc; uncategorized"
23-492-02,"Billeau Ear loop",Uncategorized,General,yes,33,"short-desc; uncategorized"
23-492-03,"Billeau Ear loop",Uncategorized,General,yes,33,"short-desc; uncategorized"
25-176-02,"Wieder Tongue Depressor",Uncategorized,General,yes,37,"short-desc; uncategorized"
24-141-03,"BLAKESLEY-WILDE Nasal Forceps",ENT,Ear & Nasal Forceps,no,147,"no-image"
04-136-04,"Muller Vessel Clips",Uncategorized,General,yes,38,"short-desc; uncategorized"
04-394-20,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,50,"no-image"
18-296-02,"Hirschmann Anuscope",Uncategorized,General,yes,47,"short-desc; uncategorized"
04-378-10,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,57,"no-image"
04-380-10,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,55,"no-image"
04-382-10,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,57,"no-image"
04-386-10,"Yasargil Xtended Aneurysm Clip",Neurosurgery,Micro Instruments,no,55,"no-image"
18-294-02,"Bensaude Anuscope",Uncategorized,General,yes,45,"short-desc; uncategorized"
18-296-03,"Hirschmann Anuscope",Uncategorized,General,yes,47,"short-desc; uncategorized"
09-134-16,"Redon Needle",Uncategorized,General,yes,42,"short-desc; uncategorized"
04-106-12,"Muller Vessel Clips",Uncategorized,General,yes,38,"short-desc; uncategorized"
11-552-04,"Reverdin Needle",Uncategorized,General,yes,38,"short-desc; uncategorized"
13-987-07,"Cerclage wire with eye",Uncategorized,General,yes,43,"short-desc; uncategorized"
15-105-05,"Gigli Introducer Guide",Uncategorized,General,yes,37,"short-desc; uncategorized"
15-308-02,"Hardy-Fahlbusch (Small-Tip)",Uncategorized,General,yes,37,"short-desc; uncategorized"
15-485-05,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,116,"no-image"
15-490-06,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,117,"no-image"
15-499-02,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,102,"no-image"
15-500-02,"Kerrison Laminectomy Punch",Orthopedic,Rongeurs,no,102,"no-image"
28-166-28,"Kidney Tray",Surgical,Holloware,yes,24,"short-desc; generic-category"
28-166-30,"Kidney Tray",Surgical,Holloware,yes,24,"short-desc; generic-category"
13-195-01,"Wire Cutting Plier",Uncategorized,General,yes,114,"uncategorized"
28-166-35,"Kidney Tray",Surgical,Holloware,yes,24,"short-desc; generic-category"
28-106-40,"Stainless Steel rack for 15 instruments",Uncategorized,General,yes,70,"uncategorized"
27-262-26,"Tessier Caliper",Uncategorized,General,yes,52,"uncategorized"
28-170-20,"Kidney Trays Shallow",Surgical,Holloware,yes,33,"short-desc; generic-category"
28-170-25,"Kidney Trays Shallow",Surgical,Holloware,yes,33,"short-desc; generic-category"
28-170-30,"Kidney Trays Shallow",Surgical,Holloware,yes,33,"short-desc; generic-category"
28-170-35,"Kidney Trays Shallow",Surgical,Holloware,yes,33,"short-desc; generic-category"
15-183-00,"Rhoton-Type Needle Straight",Uncategorized,General,yes,51,"uncategorized"
15-123-21,"Love",Uncategorized,General,yes,53,"uncategorized"
26-206-00,"Seiffert Exchangeable Tip",Uncategorized,General,yes,79,"uncategorized"
26-230-01,"Lange Exchangeable Tip",Uncategorized,General,yes,84,"uncategorized"
26-194-00,"Huber Universal handle",Uncategorized,General,yes,76,"uncategorized"
26-252-01,"Cordes Exchangeable Tip",Uncategorized,General,yes,85,"uncategorized"
26-240-00,"Krause Exchangeable Tip",Uncategorized,General,yes,77,"uncategorized"
26-260-00,"Rosenberg Exchangeable Tip",Uncategorized,General,yes,80,"uncategorized"
26-256-00,"Cordes Exchangeable Tip",Uncategorized,General,yes,77,"uncategorized"
26-210-00,"Seiffert Exchangeable Tip",Uncategorized,General,yes,79,"uncategorized"
26-248-00,"Schumacher Exchangeable Tip",Uncategorized,General,yes,81,"uncategorized"
26-216-00,"Scheinmann Exchangeable Tip",Uncategorized,General,yes,81,"uncategorized"
26-220-00,"Scheinmann Exchangeable Tip",Uncategorized,General,yes,81,"uncategorized"
26-236-01,"Krause Exchangeable Tip",Uncategorized,General,yes,85,"uncategorized"
26-196-22,"Brunings Interchangeable tube",Uncategorized,General,yes,63,"uncategorized"
26-244-01,"Cordes Exchangeable Tip",Uncategorized,General,yes,85,"uncategorized"
24-408-01,"Mod",Uncategorized,General,yes,55,"uncategorized"
14-524-00,"Guide (only)",Uncategorized,General,yes,69,"uncategorized"
16-118-26,"Cleaning Brush for trachdeal tubes",Uncategorized,General,yes,62,"uncategorized"
15-624-45,"Blunt Blades",Uncategorized,General,yes,56,"uncategorized"
15-622-40,"Medial Toothed Blades",Uncategorized,General,yes,65,"uncategorized"
15-596-40,"Medial Toothed Blades",Uncategorized,General,yes,57,"uncategorized"
25-140-00,"Dingmann Mouth Gag",Uncategorized,General,yes,94,"uncategorized"
16-126-13,"Ueckermann-Denker Crycothyreotomy Trocar",Uncategorized,General,yes,68,"uncategorized"
15-621-21,"Quick Connect blade positioner Handle",Uncategorized,General,yes,75,"uncategorized"
15-597-40,"Lateral Serrated Blades",Uncategorized,General,yes,59,"uncategorized"
15-623-40,"Lateral Serrated Blades",Uncategorized,General,yes,67,"uncategorized"
25-134-00,"Neukam Mouth Gag",Uncategorized,General,yes,62,"uncategorized"
15-626-40,"Lateral Serrated Blades",Uncategorized,General,yes,60,"uncategorized"
15-616-40,"Lateral Serrated Blades",Uncategorized,General,yes,54,"uncategorized"
15-593-40,"Lateral Serrated Blades",Uncategorized,General,yes,52,"uncategorized"
15-567-14,"St",Uncategorized,General,yes,63,"uncategorized"
15-591-35,"Medial Toothed Blades",Uncategorized,General,yes,50,"uncategorized"
15-111-00,"Crutchfield Skull Traction Tong",Uncategorized,General,yes,62,"uncategorized"
25-138-00,"Mclvor Mouth Gag",Uncategorized,General,yes,52,"uncategorized"
25-136-00,"Kilner-Doughty Mouth Gag",Uncategorized,General,yes,101,"uncategorized"
15-565-14,"St",Uncategorized,General,yes,61,"uncategorized"
24-400-00,"Goldsmith (Thudichum)",Uncategorized,General,yes,53,"uncategorized"
28-404-90,"Bedpan",Surgical,Holloware,yes,25,"short-desc; generic-category"
24-154-01,"Rubin Protection cap for Septum morselizer ref",Uncategorized,General,yes,57,"uncategorized"
23-406-06,"Dieter Malleus nipper",Uncategorized,General,yes,51,"uncategorized"
23-180-35,"House Micro measuring rod",Uncategorized,General,yes,56,"uncategorized"
19-184-06,"Metal Catheter",Surgical,Liver.GallBladde.KidneyandUrology,yes,39,"short-desc; generic-category"
23-206-16,"Plester",Uncategorized,General,yes,56,"uncategorized"
19-186-06,"Metal Catheter",Surgical,Liver.GallBladde.KidneyandUrology,yes,39,"short-desc; generic-category"
23-402-04,"Dieter Malleus nipper",Uncategorized,General,yes,51,"uncategorized"
19-186-07,"Metal Catheter",Surgical,Liver.GallBladde.KidneyandUrology,yes,39,"short-desc; generic-category"
23-404-05,"Dieter Malleus nipper",Uncategorized,General,yes,52,"uncategorized"
23-204-16,"Plester",Uncategorized,General,yes,60,"uncategorized"
19-186-08,"Metal Catheter",Surgical,Liver.GallBladde.KidneyandUrology,yes,39,"short-desc; generic-category"
23-118-01,"House-Dieter Malleus Nipper",Uncategorized,General,yes,68,"uncategorized"
23-190-16,"Plester Instrument for placing wire prothesis",Uncategorized,General,yes,52,"uncategorized"
19-186-09,"Metal Catheter",Surgical,Liver.GallBladde.KidneyandUrology,yes,39,"short-desc; generic-category"
19-186-10,"Metal Catheter",Surgical,Liver.GallBladde.KidneyandUrology,yes,40,"short-desc; generic-category"
19-186-11,"Metal Catheter",Surgical,Liver.GallBladde.KidneyandUrology,yes,40,"short-desc; generic-category"
21-106-33,"Breisky Pelvimeter",Uncategorized,General,yes,51,"uncategorized"
19-186-12,"Metal Catheter",Surgical,Liver.GallBladde.KidneyandUrology,yes,40,"short-desc; generic-category"
19-186-13,"Metal Catheter",Surgical,Liver.GallBladde.KidneyandUrology,yes,40,"short-desc; generic-category"
19-186-14,"Metal Catheter",Surgical,Liver.GallBladde.KidneyandUrology,yes,40,"short-desc; generic-category"
19-186-16,"Metal Catheter",Surgical,Liver.GallBladde.KidneyandUrology,yes,40,"short-desc; generic-category"
18-298-14,"Ives-Fansler Anuscope",Uncategorized,General,yes,62,"uncategorized"
19-194-16,"Hajek Irrigating cannula",Uncategorized,General,yes,51,"uncategorized"
19-186-18,"Metal Catheter",Surgical,Liver.GallBladde.KidneyandUrology,yes,40,"short-desc; generic-category"
19-186-20,"Metal Catheter",Surgical,Liver.GallBladde.KidneyandUrology,yes,40,"short-desc; generic-category"
18-328-00,"Ford-Dixon Haemmorrhoidal ligator with loading attachment an",Uncategorized,General,yes,86,"uncategorized"
19-214-28,"Mathieu Foreign Body Forceps",Surgical,Liver.GallBladde.KidneyandUrology,yes,49,"short-desc; generic-category"
18-326-00,"Mcgivney Haemmorrhoidal ligator with loading attachment and ",Uncategorized,General,yes,84,"uncategorized"
14-274-01,"Gregory",Uncategorized,General,yes,52,"uncategorized"
13-990-01,"Drill Bit",Uncategorized,General,yes,60,"uncategorized"
13-991-01,"Tap for 6",Uncategorized,General,yes,73,"uncategorized"
13-992-00,"Epiphyseal Staples Set",Uncategorized,General,yes,59,"uncategorized"
13-989-01,"Tap for 4",Uncategorized,General,yes,65,"uncategorized"
13-985-01,"Loaded Drill Guide",Uncategorized,General,yes,54,"uncategorized"
09-106-01,"Trocar",Uncategorized,General,yes,124,"uncategorized"
09-110-01,"Gall Bladder Trocars",Uncategorized,General,yes,78,"uncategorized"
08-154-11,"Townley Caliper",Uncategorized,General,yes,52,"uncategorized"
09-108-01,"Empyema Trocar",Uncategorized,General,yes,53,"uncategorized"
09-104-01,"Trocar",Uncategorized,General,yes,104,"uncategorized"
08-166-23,"Caliper",Uncategorized,General,yes,74,"uncategorized"
07-176-16,"Cotton applicator",Uncategorized,General,yes,50,"uncategorized"
09-102-00,"Universal Trocar",Uncategorized,General,yes,70,"uncategorized"
08-168-22,"Caliper",Uncategorized,General,yes,74,"uncategorized"
09-100-18,"Klima Rosegger Sternal puncture needle",Uncategorized,General,yes,51,"uncategorized"
07-154-11,"Modell PICCOLO Cotton Applicator",Uncategorized,General,yes,55,"uncategorized"
07-164-14,"Lathbury-Farrell cotton applicator",Uncategorized,General,yes,77,"uncategorized"
13-626-34,"Schumacher Mod",Uncategorized,General,yes,57,"uncategorized"
07-162-12,"Farrell cotton applicator",Uncategorized,General,yes,63,"uncategorized"
06-396-01,"St",Uncategorized,General,yes,58,"uncategorized"
13-236-14,"Drilling chuck",Uncategorized,General,yes,72,"uncategorized"
13-234-11,"Reill Drilling chuck",Uncategorized,General,yes,75,"uncategorized"
13-238-15,"Drilling chuck",Uncategorized,General,yes,67,"uncategorized"
13-242-00,"Ralk Hand Drill",Uncategorized,General,yes,114,"uncategorized"
13-226-16,"Drilling chuck",Uncategorized,General,yes,74,"uncategorized"
13-228-04,"Drilling chuck",Uncategorized,General,yes,108,"uncategorized"
13-230-10,"Drilling chuck",Uncategorized,General,yes,89,"uncategorized"
13-218-00,"Wire traction bow",Uncategorized,General,yes,55,"uncategorized"
13-216-00,"Wire traction bow",Uncategorized,General,yes,55,"uncategorized"
13-240-01,"Bunnell Hand Drill",Uncategorized,General,yes,113,"uncategorized"
11-578-21,"Deschamps Ligature Needle",Uncategorized,General,yes,55,"uncategorized"
13-178-13,"Wire Cutting Plier",Uncategorized,General,yes,108,"uncategorized"
11-574-24,"Deschamps Ligature Needle",Uncategorized,General,yes,55,"uncategorized"
13-192-30,"Cutter for cutting off KIRSCHNER wires",Uncategorized,General,yes,101,"uncategorized"
13-114-01,"Twist drill",Uncategorized,General,yes,62,"uncategorized"
11-274-18,"M",Uncategorized,General,yes,50,"uncategorized"
13-160-15,"Combi-flat nose plier",Uncategorized,General,yes,53,"uncategorized"
13-150-18,"Flat Nose Plier",Uncategorized,General,yes,56,"uncategorized"
11-580-21,"Deschamps Ligature Needle",Uncategorized,General,yes,54,"uncategorized"
13-180-17,"Wire Cutting Plier",Uncategorized,General,yes,93,"uncategorized"
13-116-00,"Hudson Hand Drill",Uncategorized,General,yes,76,"uncategorized"
13-172-18,"Wire Cutting Plier",Uncategorized,General,yes,113,"uncategorized"
12-104-20,"Esmarch plaster shear",Uncategorized,General,yes,57,"uncategorized"
13-200-01,"Kirschner wire traction bows",Uncategorized,General,yes,147,"uncategorized"
11-576-24,"Deschamps Ligature Needle",Uncategorized,General,yes,54,"uncategorized"
11-570-20,"Deschamps Ligature Needle",Uncategorized,General,yes,55,"uncategorized"
13-154-01,"Flat Nose Plier",Uncategorized,General,yes,54,"uncategorized"
06-416-79,"Chain with Weight (747 / 645g)",Uncategorized,General,yes,53,"uncategorized"
06-212-01,"Mannerfelt Modif",Uncategorized,General,yes,62,"uncategorized"
06-184-01,"Mannerfelt Modif",Uncategorized,General,yes,65,"uncategorized"
06-186-01,"Mannerfelt Modif",Uncategorized,General,yes,65,"uncategorized"
20-128-01,"Sims Vaginal Speculum",Surgical,Gynecology,yes,41,"short-desc; generic-category"
20-128-02,"Sims Vaginal Speculum",Surgical,Gynecology,yes,42,"short-desc; generic-category"
19-174-08,"Van Buren Urethral Sound",Surgical,Liver.GallBladde.KidneyandUrology,yes,41,"short-desc; generic-category"
19-176-10,"Guyon Urethral Sound",Surgical,Liver.GallBladde.KidneyandUrology,yes,40,"short-desc; generic-category"
